yyyymm,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
190202,8.19,0.3217,0.5217,,,,,,,0.00296,,,,0.0005069032,,,
190203,8.2,0.3225,0.5325,,,,,,,0.002591,,,,0.0003537138,,,
190204,8.48,0.3233,0.5433,,,,,,,0.002842,,,,0.0006210731,,,
190205,8.46,0.3242,0.5542,,,,,,,0.002945,,,,0.0012370249,,,
190206,8.41,0.325,0.565,,,,,,,0.002982,,,,0.0002609764,,,
190207,8.6,0.3258,0.5758,,,,,,,0.002916,,,,0.0003693229,,,
190208,8.83,0.3267,0.5867,,,,,,,0.003049,,,,0.0003363733,,,
190209,8.85,0.3275,0.5975,,,,,,,0.003211,,,,0.0033788785,,,
190210,8.57,0.3283,0.6083,,,,,,,0.003779,,,,0.0016801434,,,
190211,8.24,0.3292,0.6192,,,,,,,0.004023,,,,0.0021199081,,,
190212,8.05,0.33,0.63,,,,,,,0.003883,,,,0.0016868877,,,
190301,8.46,0.3317,0.6217,,,,,,,0.004067,,,,0.0006760279,,,
190302,8.41,0.3333,0.6133,,,,,,,0.003418,,,,0.0004724462,,,
190303,8.08,0.335,0.605,,,,,,,0.003211,,,,0.0017076353,,,
190304,7.75,0.3367,0.5967,,,,,,,0.003779,,,,0.0016186947,,,
190305,7.6,0.3383,0.5883,,,,,,,0.003492,,,,0.0013952707,,,
190306,7.18,0.34,0.58,,,,,,,0.003145,,,,0.0025605329,,,
190307,6.85,0.3417,0.5717,,,,,,,0.003388,,,,0.0025974589,,,
190308,6.63,0.3433,0.5633,,,,,,,0.003654,,,,0.0046120564,,,
190309,6.47,0.345,0.555,,,,,,,0.004023,,,,0.0029431977,,,
190310,6.26,0.3467,0.5467,,,,,,,0.004067,,,,0.0036398172,,,
190311,6.28,0.3483,0.5383,,,,,,,0.003949,,,,0.0012781231,,,
190312,6.57,0.35,0.53,,,,,,,0.004045,,,,0.0012443211,,,
190401,6.68,0.3467,0.5267,,,,,,,0.003956,,,,0.001778155,,,
190402,6.5,0.3433,0.5233,,,,,,,0.003241,,,,0.0007110373,,,
190403,6.48,0.34,0.52,,,,,,,0.003167,,,,0.0014626397,,,
190404,6.64,0.3367,0.5167,,,,,,,0.003093,,,,0.0004368784,,,
190405,6.5,0.3333,0.5133,,,,,,,0.002636,,,,0.0003431724,,,
190406,6.51,0.33,0.51,,,,,,,0.002532,,,,0.0002381881,,,
190407,6.78,0.3267,0.5067,,,,,,,0.002303,,,,0.0009055555,,,
190408,7.01,0.3233,0.5033,,,,,,,0.002244,,,,0.0004882288,,,
190409,7.32,0.32,0.5,,,,,,,0.002503,,,,0.0008812463,,,
190410,7.75,0.3167,0.4967,,,,,,,0.00282,,,,0.0012976369,,,
190411,8.17,0.3133,0.4933,,,,,,,0.002886,,,,0.0007777411,,,
190412,8.25,0.31,0.49,,,,,,,0.002687,,,,0.0033483606,,,
190501,8.43,0.3117,0.505,,,,,,,0.002798,,,,0.0008167658,,,
190502,8.8,0.3133,0.52,,,,,,,0.002569,,,,0.0005484349,,,
190503,9.05,0.315,0.535,,,,,,,0.002466,,,,0.001070323,,,
190504,8.94,0.3167,0.55,,,,,,,0.00254,,,,0.0024071229,,,
190505,8.5,0.3183,0.565,,,,,,,0.002569,,,,0.0032256778,,,
190506,8.6,0.32,0.58,,,,,,,0.002577,,,,0.0013950785,,,
190507,8.87,0.3217,0.595,,,,,,,0.002407,,,,0.0010987718,,,
190508,9.2,0.3233,0.61,,,,,,,0.00268,,,,0.000875641,,,
190509,9.23,0.325,0.625,,,,,,,0.002739,,,,0.0013945243,,,
190510,9.36,0.3267,0.64,,,,,,,0.003123,,,,0.000692826,,,
190511,9.31,0.3283,0.655,,,,,,,0.003292,,,,0.0012021161,,,
190512,9.54,0.33,0.67,,,,,,,0.003757,,,,0.0009097233,,,
190601,9.87,0.3358,0.6775,,,,,,,0.003927,,,,0.0013949191,,,
190602,9.8,0.3417,0.685,,,,,,,0.003366,,,,0.0013124868,,,
190603,9.56,0.3475,0.6925,,,,,,,0.003351,,,,0.0011252855,,,
190604,9.43,0.3533,0.7,,,,,,,0.003536,,,,0.0024018046,,,
190605,9.18,0.3592,0.7075,,,,,,,0.003654,,,,0.0021175439,,,
190606,9.3,0.365,0.715,,,,,,,0.003565,,,,0.0016463421,,,
190607,9.06,0.3708,0.7225,,,,,,,0.003514,,,,0.0012790848,,,
190608,9.73,0.3767,0.73,,,,,,,0.003669,,,,0.0014873918,,,
190609,10.03,0.3825,0.7375,,,,,,,0.004038,,,,0.0008314321,,,
190610,9.73,0.3883,0.745,,,,,,,0.00448,,,,0.0012371143,,,
190611,9.93,0.3942,0.7525,,,,,,,0.004289,,,,0.0006876636,,,
190612,9.84,0.4,0.76,,,,,,,0.004252,,,,0.0015708553,,,
190701,9.56,0.4033,0.7517,,,,,,,0.004252,,,,0.0013045548,,,
190702,9.26,0.4067,0.7433,,,,,,,0.004178,,,,0.0014456297,,,
190703,8.35,0.41,0.735,,,,,,,0.004023,,,,0.0184520981,,,
190704,8.39,0.4133,0.7267,,,,,,,0.0042,,,,0.0022732673,,,
190705,8.1,0.4167,0.7183,,,,,,,0.004023,,,,0.001995666,,,
190706,7.84,0.42,0.71,,,,,,,0.003676,,,,0.0014013008,,,
190707,8.14,0.4233,0.7017,,,,,,,0.003654,,,,0.0013252397,,,
190708,7.53,0.4267,0.6933,,,,,,,0.003883,,,,0.0041996424,,,
190709,7.45,0.43,0.685,,,,,,,0.004252,,,,0.0018824117,,,
190710,6.64,0.4333,0.6767,,,,,,,0.004665,,,,0.0055534256,,,
190711,6.25,0.4367,0.6683,,,,,,,0.004879,,,,0.0051308749,,,
190712,6.57,0.44,0.66,,,,,,,0.00499,,,,0.0030149463,,,
190801,6.85,0.4367,0.6533,,,,,,,0.005418,,,,0.0023219901,,,
190802,6.6,0.4333,0.6467,,,,,,,0.004414,,,,0.0018728863,,,
190803,6.87,0.43,0.64,,,,,,,0.003373,,,,0.0023091474,,,
190804,7.24,0.4267,0.6333,,,,,,,0.003831,,,,0.0009914098,,,
190805,7.63,0.4233,0.6267,,,,,,,0.002931,,,,0.001986408,,,
190806,7.64,0.42,0.62,,,,,,,0.002547,,,,0.0019133323,,,
190807,7.92,0.4167,0.6133,,,,,,,0.002326,,,,0.001631021,,,
190808,8.26,0.4133,0.6067,,,,,,,0.002407,,,,0.0012737565,,,
190809,8.17,0.41,0.6,,,,,,,0.002296,,,,0.0021491419,,,
190810,8.27,0.4067,0.5933,,,,,,,0.00254,,,,0.0009554509,,,
190811,8.83,0.4033,0.5867,,,,,,,0.002636,,,,0.0014535755,,,
190812,9.03,0.4,0.58,,,,,,,0.002613,,,,0.0011939897,,,
190901,9.06,0.4033,0.595,,,,,,,0.002481,,,,0.0008793069,,,
190902,8.8,0.4067,0.61,,,,,,,0.002385,,,,0.0017954095,,,
190903,8.92,0.41,0.625,,,,,,,0.002244,,,,0.0007273434,,,
190904,9.32,0.4133,0.64,,,,,,,0.002222,,,,0.0006562533,,,
190905,9.63,0.4167,0.655,,,,,,,0.002222,,,,0.0003213451,,,
190906,9.8,0.42,0.67,,,,,,,0.002178,,,,0.0008699496,,,
190907,9.94,0.4233,0.685,,,,,,,0.002038,,,,0.000278852,,,
190908,10.18,0.4267,0.7,,,,,,,0.002134,,,,0.0013988726,,,
190909,10.19,0.43,0.715,,,,,,,0.002621,,,,0.0012498163,,,
190910,10.23,0.4333,0.73,,,,,,,0.002724,,,,0.0009552185,,,
190911,10.18,0.4367,0.745,,,,,,,0.003351,,,,0.0005255665,,,
190912,10.3,0.44,0.76,,,,,,,0.003366,,,,0.0003769219,,,
191001,10.08,0.4425,0.7575,,,,,,,0.00341,,,,0.00225655,,,
191002,9.72,0.445,0.755,,,,,,,0.003145,,,,0.0018189784,,,
191003,9.96,0.4475,0.7525,,,,,,,0.002916,,,,0.0008332212,,,
191004,9.72,0.45,0.75,,,,,,,0.00296,,,,0.0016938239,,,
191005,9.56,0.4525,0.7475,,,,,,,0.003145,,,,0.00136477,,,
191006,9.1,0.455,0.745,,,,,,,0.003145,,,,0.0027949308,,,
191007,8.64,0.4575,0.7425,,,,,,,0.00327,,,,0.0032866344,,,
191008,8.85,0.46,0.74,,,,,,,0.00361,,,,0.0015867083,,,
191009,8.91,0.4625,0.7375,,,,,,,0.003647,,,,0.0006869297,,,
191010,9.32,0.465,0.735,,,,,,,0.00372,,,,0.0007413732,,,
191011,9.31,0.4675,0.7325,,,,,,,0.003742,,,,0.0011607905,,,
191012,9.05,0.47,0.73,,,,,,,0.003698,,,,0.0006830646,,,
191101,9.27,0.47,0.7183,,,,,,,0.003078,,,,0.0005667355,,,
191102,9.43,0.47,0.7067,,,,,,,0.002584,,,,0.000622548,,,
191103,9.32,0.47,0.695,,,,,,,0.002636,,,,0.0006389759,,,
191104,9.28,0.47,0.6833,,,,,,,0.002517,,,,0.0002818356,,,
191105,9.48,0.47,0.6717,,,,,,,0.002333,,,,0.0006322053,,,
191106,9.67,0.47,0.66,,,,,,,0.002311,,,,0.0002924562,,,
191107,9.63,0.47,0.6483,,,,,,,0.002355,,,,0.0003194916,,,
191108,9.17,0.47,0.6367,,,,,,,0.002429,,,,0.0013782882,,,
191109,8.67,0.47,0.625,,,,,,,0.002731,,,,0.0010469042,,,
191110,8.72,0.47,0.6133,,,,,,,0.002982,,,,0.0005262618,,,
191111,9.07,0.47,0.6017,,,,,,,0.002857,,,,0.0010578679,,,
191112,9.11,0.47,0.59,,,,,,,0.002547,,,,0.0004200035,,,
191201,9.12,0.4708,0.5992,,,,,,,0.003049,,,,0.0004823788,,,
191202,9.04,0.4717,0.6083,,,,,,,0.002517,,,,0.0001610862,,,
191203,9.3,0.4725,0.6175,,,,,,,0.002407,,,,0.0004137841,,,
191204,9.59,0.4733,0.6267,,,,,,,0.002731,,,,0.0005266908,,,
191205,9.58,0.4742,0.6358,,,,,,,0.002695,,,,0.0007540208,,,
191206,9.58,0.475,0.645,,,,,,,0.002731,,,,0.0004415924,,,
191207,9.59,0.4758,0.6542,,,,,,,0.002591,,,,0.0005500493,,,
191208,9.81,0.4767,0.6633,,,,,,,0.002975,,,,0.0003322357,,,
191209,9.86,0.4775,0.6725,,,,,,,0.003329,,,,0.0004297346,,,
191210,9.84,0.4783,0.6817,,,,,,,0.003742,,,,0.0007144113,,,
191211,9.73,0.4792,0.6908,,,,,,,0.004015,,,,0.0007458307,,,
191212,9.38,0.48,0.7,,,,,,,0.003861,,,,0.0009024807,,,
191301,9.3,0.48,0.6942,,,,,,,0.004067,,,,0.0012007539,,,
191302,8.97,0.48,0.6883,,,,,,,0.003189,0.0,,,0.0007533256,,,
191303,8.8,0.48,0.6825,,,,,,,0.003255,0.0,,,0.000756593,,,
191304,8.79,0.48,0.6767,,,,,,,0.00389,0.0,,,0.0007240746,,,
191305,8.55,0.48,0.6708,,,,,,,0.003713,-0.0102040816,,,0.0005819012,,,
191306,8.12,0.48,0.665,,,,,,,0.003587,0.0103092784,,,0.0026204891,,,
191307,8.23,0.48,0.6592,,,,,,,0.003979,0.0102040816,,,0.0005558776,,,
191308,8.45,0.48,0.6533,,,,,,,0.004097,0.0,,,0.0005558541,,,
191309,8.53,0.48,0.6475,,,,,,,0.004067,0.0101010101,,,0.0006767303,,,
191310,8.26,0.48,0.6417,,,,,,,0.003927,0.0,,,0.0010866136,,,
191311,8.05,0.48,0.6358,,,,,,,0.003816,0.01,,,0.0004506428,,,
191312,8.04,0.48,0.63,,,,,,,0.003742,-0.0099009901,,,0.0007124877,,,
191401,8.37,0.475,0.6208,,,,,,,0.003838,0.0,,,0.0007306086,,,
191402,8.48,0.47,0.6117,,,,,,,0.002982,-0.01,,,0.0004046325,,,
191403,8.32,0.465,0.6025,,,,,,,0.002481,0.0,,,0.0006693025,,,
191404,8.12,0.46,0.5933,,,,,,,0.002473,-0.0101010101,,,0.0008483564,,,
191405,8.17,0.455,0.5842,,,,,,,0.002399,0.0102040816,,,0.0005425669,,,
191406,8.13,0.45,0.575,,,,,,,0.002503,0.0,,,0.0006419688,,,
191407,7.68,0.445,0.5658,,,,,,,0.002488,0.0101010101,,,0.0051771146,,,
191408,7.68,0.44,0.5567,,,,,,,0.002916,0.02,,,0.0,,,
191409,7.68,0.435,0.5475,,,,,,,0.004318,0.0,,,0.0,,,
191410,7.68,0.43,0.5383,,,,,,,0.004584,-0.0098039216,,,0.0,,,
191411,7.68,0.425,0.5292,,,,,,,0.004392,0.0099009901,,,0.0,,,
191412,7.35,0.42,0.52,,,,,,,0.003698,-0.0098039216,,,0.0025860082,,,
191501,7.48,0.4208,0.55,,,,,,,0.00285,0.0,,,0.0014435328,,,
191502,7.38,0.4217,0.58,,,,,,,0.002481,-0.0099009901,,,0.0007992105,,,
191503,7.57,0.4225,0.61,,,,,,,0.002407,-0.01,,,0.0008211544,,,
191504,8.14,0.4233,0.64,,,,,,,0.002134,0.0101010101,,,0.0016950975,,,
191505,7.95,0.4242,0.67,,,,,,,0.00234,0.01,,,0.0049285809,,,
191506,8.04,0.425,0.7,,,,,,,0.002385,0.0,,,0.0016801799,,,
191507,8.01,0.4258,0.73,,,,,,,0.002333,0.0,,,0.0012536607,,,
191508,8.35,0.4267,0.76,,,,,,,0.002038,0.0,,,0.0018115194,,,
191509,8.66,0.4275,0.79,,,,,,,0.002244,0.0,,,0.000937517,,,
191510,9.14,0.4283,0.82,,,,,,,0.00206,0.0099009901,,,0.0015525521,,,
191511,9.46,0.4292,0.85,,,,,,,0.002016,0.0098039216,,,0.0009912099,,,
191512,9.48,0.43,0.88,,,,,,,0.001846,0.0,,,0.001190728,,,
191601,9.33,0.4408,0.9342,,,,,,,0.00192,0.0097087379,,,0.0013879741,,,
191602,9.2,0.4517,0.9883,,,,,,,0.001942,0.0,,,0.0011241608,,,
191603,9.17,0.4625,1.042,,,,,,,0.001942,0.0096153846,,,0.0007942677,,,
191604,9.07,0.4733,1.097,,,,,,,0.001942,0.0095238095,,,0.0018675936,,,
191605,9.27,0.4842,1.151,,,,,,,0.001942,0.0094339623,,,0.0010190602,,,
191606,9.36,0.495,1.205,,,,,,,0.001942,0.0093457944,,,0.001110702,,,
191607,9.23,0.5058,1.259,,,,,,,0.002311,0.0,,,0.0005326312,,,
191608,9.3,0.5167,1.313,,,,,,,0.002569,0.0092592593,,,0.0010064439,,,
191609,9.68,0.5275,1.368,,,,,,,0.002385,0.0183486239,,,0.0007633005,,,
191610,9.98,0.5383,1.422,,,,,,,0.002134,0.018018018,,,0.0016309216,,,
191611,10.21,0.5492,1.476,,,,,,,0.002134,0.017699115,,,0.0008132161,,,
191612,9.8,0.56,1.53,,,,,,,0.002215,0.0086956522,,,0.0057822028,,,
191701,9.57,0.5708,1.509,,,,,,,0.002525,0.0086206897,,,0.0015012329,,,
191702,9.03,0.5817,1.488,,,,,,,0.002259,0.0256410256,,,0.0045159173,,,
191703,9.31,0.5925,1.468,,,,,,,0.002658,0.0,,,0.0014594274,,,
191704,9.17,0.6033,1.447,,,,,,,0.00268,0.05,,,0.001520615,,,
191705,8.86,0.6142,1.426,,,,,,,0.002798,0.0158730159,,,0.0019228125,,,
191706,9.04,0.625,1.405,,,,,,,0.003204,0.015625,,,0.0008427469,,,
191707,8.79,0.6358,1.384,,,,,,,0.003329,-0.0153846154,,,0.000944373,,,
191708,8.53,0.6467,1.363,,,,,,,0.003093,0.015625,,,0.0013655697,,,
191709,8.12,0.6575,1.343,,,,,,,0.003174,0.0230769231,,,0.0029344195,,,
191710,7.68,0.6683,1.322,,,,,,,0.003462,0.015037594,,,0.0041310602,,,
191711,7.04,0.6792,1.301,,,,,,,0.00361,0.0,,,0.0055457055,,,
191712,6.8,0.69,1.28,,,,,,,0.003654,0.0148148148,,,0.0088776875,,,
191801,7.21,0.68,1.256,,,,,,,0.003698,0.0218978102,,,0.0022854525,,,
191802,7.43,0.67,1.232,,,,,,,0.00375,0.0071428571,,,0.0010569723,,,
191803,7.28,0.66,1.208,,,,,,,0.003831,-0.0070921986,,,0.0013539408,,,
191804,7.21,0.65,1.183,,,,,,,0.003979,0.0142857143,,,0.001130904,,,
191805,7.44,0.64,1.159,,,,,,,0.004001,0.0211267606,,,0.0014640576,,,
191806,7.45,0.63,1.135,,,,,,,0.003979,0.0137931034,,,0.0005524911,,,
191807,7.51,0.62,1.111,,,,,,,0.003979,0.0272108844,,,0.0007401049,,,
191808,7.58,0.61,1.087,,,,,,,0.003979,0.0198675497,,,0.0004099323,,,
191809,7.54,0.6,1.063,,,,,,,0.004023,0.0194805195,,,0.0009023853,,,
191810,7.86,0.59,1.038,,,,,,,0.004067,0.0191082803,,,0.0019907848,,,
191811,8.06,0.58,1.014,,,,,,,0.004067,0.01875,,,0.0023849319,,,
191812,7.9,0.57,0.99,,,,,,,0.004045,0.0122699387,,,0.0010893006,,,
191901,7.85,0.5667,0.985,,,0.0535,0.0712,0.0463,,0.003927,0.0,,,0.0007658185,,,
191902,7.88,0.5633,0.98,,,0.0535,0.072,0.047,,0.003514,-0.0181818182,,,0.0006462952,,,
191903,8.12,0.56,0.975,,,0.0539,0.0715,0.0473,,0.003462,0.012345679,,,0.0011589943,,,
191904,8.39,0.5567,0.97,,,0.0544,0.0723,0.0472,,0.00361,0.0182926829,,,0.0005361947,,,
191905,8.97,0.5533,0.965,,,0.0539,0.0709,0.0467,,0.00361,0.0119760479,,,0.0011894273,,,
191906,9.21,0.55,0.96,,,0.054,0.0704,0.0469,,0.00361,0.0,,,0.0030374267,,,
191907,9.51,0.5467,0.955,,,0.0544,0.0706,0.0472,,0.00372,0.0295857988,,,0.0014470144,,,
191908,8.87,0.5433,0.95,,,0.0556,0.0713,0.0478,,0.003647,0.0172413793,,,0.0060892956,,,
191909,9.01,0.54,0.945,,,0.056,0.0727,0.0473,,0.00361,0.0056497175,,,0.0012335901,,,
191910,9.47,0.5367,0.94,,,0.0554,0.0734,0.0471,,0.00361,0.0168539326,,,0.0020168628,,,
191911,9.19,0.5333,0.935,,,0.0566,0.0754,0.0481,,0.00361,0.0220994475,,,0.0039199974,,,
191912,8.92,0.53,0.93,,,0.0573,0.0777,0.049,,0.003698,0.0216216216,,,0.0024998752,,,
192001,8.83,0.5283,0.9192,,0.045,0.0575,0.0778,0.0493,,0.003979,0.0211640212,,,0.0013557095,,,
192002,8.1,0.5267,0.9083,,0.045,0.0586,0.0794,0.0505,,0.00375,0.0103626943,,,0.00611719,,,
192003,8.67,0.525,0.8975,,0.0475,0.0592,0.0797,0.0509,,0.00375,0.0102564103,,,0.0031867119,,,
192004,8.6,0.5233,0.8867,,0.0525,0.0604,0.0817,0.0528,,0.003958,0.0304568528,,,0.0036396927,,,
192005,8.06,0.5217,0.8758,,0.055,0.0625,0.0839,0.0558,,0.004375,0.0147783251,,,0.0028508208,,,
192006,7.92,0.52,0.865,,0.0575,0.0638,0.0839,0.0554,,0.004583,0.0145631068,,,0.0009212744,,,
192007,7.91,0.5183,0.8542,,0.0581,0.0634,0.0852,0.0557,,0.004792,-0.004784689,,,0.0014192121,,,
192008,7.6,0.5167,0.8433,,0.0583,0.063,0.0839,0.0567,,0.004842,-0.0240384615,,,0.0015549463,,,
192009,7.87,0.515,0.8325,,0.0581,0.0622,0.0814,0.0543,,0.004858,-0.0147783251,,,0.0013056391,,,
192010,7.88,0.5133,0.8217,,0.0575,0.0605,0.0799,0.0508,,0.004842,-0.005,,,0.0009409923,,,
192011,7.48,0.5117,0.8108,,0.0575,0.0608,0.0821,0.0521,,0.004792,-0.0050251256,,,0.0047878721,,,
192012,6.81,0.51,0.8,,0.0588,0.0626,0.0856,0.054,,0.004792,-0.0202020202,,,0.0053277384,,,
192101,7.11,0.5058,0.7575,,0.0567,0.0614,0.085,0.0523,,0.0049,-0.0206185567,,,0.001043853,,,
192102,7.06,0.5017,0.715,,0.053,0.0608,0.0842,0.0528,,0.004725,-0.0315789474,,,0.0007309336,,,
192103,6.88,0.4975,0.6725,0.636219641,0.0538,0.0608,0.0855,0.0527,,0.004417,-0.0054347826,,,0.002307706,,,
192104,6.91,0.4933,0.63,0.6134656994,0.052,0.0606,0.0853,0.0524,,0.004483,-0.0109289617,,,0.0016562446,,,
192105,7.12,0.4892,0.5875,0.6563180828,0.0516,0.0611,0.0852,0.0525,,0.004333,-0.0220994475,,,0.0013194209,,,
192106,6.55,0.485,0.545,0.7041636231,0.0499,0.0618,0.0856,0.0527,,0.0043,-0.0056497175,,,0.0038638264,,,
192107,6.53,0.4808,0.5025,0.7049875676,0.046,0.0612,0.0848,0.0526,,0.004158,0.0056818182,,,0.0017604921,,,
192108,6.45,0.4767,0.46,0.7182238117,0.0475,0.0599,0.0851,0.0522,,0.003833,0.0,,,0.0020311152,,,
192109,6.61,0.4725,0.4175,0.6781091728,0.0475,0.0593,0.0834,0.0512,,0.003958,-0.011299435,,,0.0017782204,,,
192110,6.7,0.4683,0.375,0.6583800027,0.0421,0.0584,0.0834,0.0483,,0.003958,0.0,,,0.0010289691,,,
192111,7.06,0.4642,0.3325,0.6235446313,0.0403,0.056,0.0788,0.0464,,0.003508,-0.0057142857,,,0.000987703,,,
192112,7.31,0.46,0.29,0.5965346535,0.039,0.055,0.0761,0.0447,,0.003358,-0.0057471264,,,0.0005106362,,,
192201,7.3,0.4642,0.3233,0.5928659287,0.039,0.0534,0.077,0.0445,,0.00325,-0.0231213873,,,0.0010565181,,,
192202,7.46,0.4683,0.3567,0.5640065528,0.0381,0.0529,0.0755,0.045,,0.00325,0.0,,,0.0006195672,,,
192203,7.74,0.4725,0.39,0.5210555867,0.0355,0.0523,0.0745,0.0441,,0.003175,-0.0118343195,,,0.0006925002,,,
192204,8.21,0.4767,0.4233,0.5047318612,0.0321,0.0515,0.0714,0.0428,,0.002958,0.0,,,0.001094097,,,
192205,8.53,0.4808,0.4567,0.4852033881,0.0325,0.0513,0.0689,0.0426,,0.002675,0.0,,,0.0008032828,,,
192206,8.45,0.485,0.49,0.4993005488,0.0325,0.0508,0.0697,0.0424,,0.002708,0.0,,,0.0017435654,,,
192207,8.51,0.4892,0.5233,0.4781040701,0.032,0.05,0.0689,0.0414,,0.002708,0.005988024,,,0.0014760809,,,
192208,8.83,0.4933,0.5567,0.4604088113,0.0313,0.0496,0.0685,0.0412,,0.002667,-0.0119047619,,,0.0009882856,,,
192209,9.06,0.4975,0.59,0.4777594728,0.0334,0.0493,0.0675,0.0419,,0.002608,0.0,,,0.0013522609,,,
192210,9.26,0.5017,0.6233,0.4827801477,0.0371,0.0497,0.0678,0.043,,0.002783,0.0060240964,,,0.0016963632,,,
192211,8.8,0.5058,0.6567,0.4902271527,0.0366,0.0509,0.0698,0.0433,,0.003092,0.005988024,,,0.0024352112,,,
192212,8.78,0.51,0.69,0.4726494856,0.0365,0.0508,0.0702,0.0432,,0.00305,0.005952381,,,0.0007553687,,,
192301,8.9,0.5117,0.7142,0.4762393513,0.0366,0.0504,0.0698,0.0432,,0.003042,-0.0059171598,,,0.0005804056,,,
192302,9.28,0.5133,0.7383,0.4465832531,0.0365,0.0507,0.0697,0.0433,,0.00305,0.0,,,0.0004755236,,,
192303,9.43,0.515,0.7625,0.5020920502,0.0412,0.0513,0.0709,0.0438,,0.003042,0.0,,,0.0005610002,,,
192304,9.1,0.5167,0.7867,0.524496849,0.0413,0.0522,0.0717,0.0439,,0.003433,0.005952381,,,0.0009778051,,,
192305,8.67,0.5183,0.8108,0.5290679791,0.0395,0.0516,0.0717,0.0437,,0.003442,0.0,,,0.0027567961,,,
192306,8.34,0.52,0.835,0.5837104072,0.0384,0.0515,0.0721,0.0434,,0.003292,0.0059171598,,,0.0029689465,,,
192307,8.06,0.5217,0.8592,0.5937176389,0.0391,0.0514,0.0734,0.0434,,0.0032,0.0117647059,,,0.0023723736,,,
192308,8.1,0.5233,0.8833,0.5521078536,0.0386,0.0508,0.0738,0.0435,,0.003258,-0.0058139535,,,0.0009708819,,,
192309,8.15,0.525,0.9075,0.5865636012,0.0401,0.0512,0.0738,0.0436,,0.003217,0.0058479532,,,0.0012206401,,,
192310,8.03,0.5267,0.9317,0.5828532701,0.0422,0.0511,0.0746,0.044,,0.003342,0.0058139535,,,0.0016334345,,,
192311,8.27,0.5283,0.9558,0.5588044185,0.0394,0.0509,0.074,0.0437,,0.003517,0.0,,,0.0005984341,,,
192312,8.55,0.53,0.98,0.540201005,0.0388,0.0509,0.0738,0.0435,,0.003283,0.0,,,0.0005806652,,,
192401,8.83,0.5317,0.9758,0.5126167296,0.0376,0.0509,0.0724,0.043,,0.003233,0.0,,,0.0007475124,,,
192402,8.87,0.5333,0.9717,0.5307549887,0.0354,0.0509,0.0714,0.0428,,0.003133,-0.0057803468,,,0.001519486,,,
192403,8.7,0.535,0.9675,0.5945597248,0.0357,0.051,0.0708,0.0428,,0.00295,-0.0058139535,,,0.0007759294,,,
192404,8.5,0.5367,0.9633,0.6101732318,0.0338,0.0508,0.0703,0.0423,,0.002975,-0.0058479532,,,0.0010947745,,,
192405,8.47,0.5383,0.9592,0.6151279199,0.0229,0.0504,0.0697,0.0415,,0.002817,0.0,,,0.0007352696,,,
192406,8.63,0.54,0.955,0.5738300301,0.0244,0.0499,0.0682,0.0398,,0.001908,0.0,,,0.0007646756,,,
192407,9.03,0.5417,0.9508,0.5414137458,0.0192,0.0495,0.0667,0.0394,,0.002033,0.0058823529,,,0.0003772822,,,
192408,9.34,0.5433,0.9467,0.5310159401,0.019,0.0495,0.0669,0.0391,,0.0016,-0.0058479532,,,0.0006937238,,,
192409,9.25,0.545,0.9425,0.5360604886,0.0214,0.0495,0.0673,0.0392,,0.001583,0.0058823529,,,0.0008699719,,,
192410,9.13,0.5467,0.9383,0.5314241784,0.0241,0.0492,0.0662,0.0387,,0.001783,0.0058479532,,,0.0011261584,,,
192411,9.64,0.5483,0.9342,0.497749775,0.0258,0.0494,0.0654,0.039,,0.002008,0.0,,,0.0009510546,,,
192412,10.16,0.55,0.93,0.4588830802,0.0257,0.0495,0.0646,0.0396,,0.00215,0.0058139535,,,0.0010657235,,,
192501,10.58,0.5542,0.9567,0.4478095392,0.0261,0.0495,0.0644,0.0396,,0.002142,0.0,,,0.0010541617,,,
192502,10.67,0.5583,0.9833,0.4523887435,0.0262,0.0495,0.0636,0.0395,,0.002175,-0.0057803468,,,0.0010555413,,,
192503,10.39,0.5625,1.01,0.52248394,0.0278,0.0491,0.0636,0.0396,,0.002183,0.0058139535,,,0.0029532947,,,
192504,10.28,0.5667,1.037,0.5082909758,0.0278,0.0487,0.0641,0.0393,,0.002317,-0.0057803468,,,0.0007462061,,,
192505,10.61,0.5708,1.063,0.469411312,0.0273,0.0483,0.063,0.0387,,0.002317,0.0058139535,,,0.0005203227,,,
192506,10.8,0.575,1.09,0.465613312,0.0286,0.0483,0.0618,0.0379,,0.002275,0.0115606936,,,0.0008416071,,,
192507,11.1,0.5792,1.117,0.4558702638,0.0306,0.0487,0.062,0.0379,,0.002383,0.0114285714,,,0.0003774898,,,
192508,11.25,0.5833,1.143,0.4320725315,0.0301,0.049,0.0624,0.0385,,0.00255,0.0,,,0.0005439025,,,
192509,11.51,0.5875,1.17,0.4252056322,0.0317,0.0487,0.062,0.0385,,0.002508,0.0,,,0.001456289,,,
192510,11.89,0.5917,1.197,0.3919049149,0.0353,0.0485,0.0617,0.0382,,0.002642,0.0,,,0.0007475307,,,
192511,12.26,0.5958,1.223,0.4037595976,0.0365,0.0484,0.0617,0.0379,,0.002942,0.0169491525,,,0.002719478,,,
192512,12.46,0.6,1.25,0.3893782714,0.0351,0.0485,0.0615,0.038,,0.003042,-0.0055555556,,,0.0005126819,,,
